age_months,age_years,count
1040,86.6667,106.91666666666667
1041,86.75,106.91666666666667
1042,86.8333,106.91666666666667
1043,86.9167,106.91666666666667
1044,87.0,91.58333333333333
1045,87.0833,91.58333333333333
1046,87.1667,91.58333333333333
1047,87.25,91.58333333333333
1048,87.3333,91.58333333333333
1049,87.4167,91.58333333333333
1050,87.5,91.58333333333333
1051,87.5833,91.58333333333333
1052,87.6667,91.58333333333333
1053,87.75,91.58333333333333
1054,87.8333,91.58333333333333
1055,87.9167,91.58333333333333
1056,88.0,62.25
1057,88.0833,62.25
1058,88.1667,62.25
1059,88.25,62.25
1060,88.3333,62.25
1061,88.4167,62.25
1062,88.5,62.25
1063,88.5833,62.25
1064,88.6667,62.25
1065,88.75,62.25
1066,88.8333,62.25
1067,88.9167,62.25
1068,89.0,70.58333333333333
1069,89.0833,70.58333333333333
1070,89.1667,70.58333333333333
1071,89.25,70.58333333333333
1072,89.3333,70.58333333333333
1073,89.4167,70.58333333333333
1074,89.5,70.58333333333333
1075,89.5833,70.58333333333333
1076,89.6667,70.58333333333333
1077,89.75,70.58333333333333
1078,89.8333,70.58333333333333
1079,89.9167,70.58333333333333
1080,90.0,36.583333333333336
1081,90.0833,36.583333333333336
1082,90.1667,36.583333333333336
1083,90.25,36.583333333333336
1084,90.3333,36.583333333333336
1085,90.4167,36.583333333333336
1086,90.5,36.583333333333336
1087,90.5833,36.583333333333336
1088,90.6667,36.583333333333336
1089,90.75,36.583333333333336
1090,90.8333,36.583333333333336
1091,90.9167,36.583333333333336
1092,91.0,2.25
1093,91.0833,2.25
1094,91.1667,2.25
1095,91.25,2.25
1096,91.3333,2.25
1097,91.4167,2.25
1098,91.5,2.25
1099,91.5833,2.25
1100,91.6667,2.25
1101,91.75,2.25
1102,91.8333,2.25
1103,91.9167,2.25
1104,92.0,44.083333333333336
1105,92.0833,44.083333333333336
1106,92.1667,44.083333333333336
1107,92.25,44.083333333333336
1108,92.3333,44.083333333333336
1109,92.4167,44.083333333333336
1110,92.5,44.083333333333336
1111,92.5833,44.083333333333336
1112,92.6667,44.083333333333336
1113,92.75,44.083333333333336
1114,92.8333,44.083333333333336
1115,92.9167,44.083333333333336
1116,93.0,149.0
1117,93.0833,149.0
1118,93.1667,149.0
1119,93.25,149.0
1120,93.3333,149.0
1121,93.4167,149.0
1122,93.5,149.0
1123,93.5833,149.0
1124,93.6667,149.0
1125,93.75,149.0
1126,93.8333,149.0
1127,93.9167,149.0
1128,94.0,4.333333333333333
1129,94.0833,4.333333333333333
1130,94.1667,4.333333333333333
1131,94.25,4.333333333333333
1132,94.3333,4.333333333333333
1133,94.4167,4.333333333333333
1134,94.5,4.333333333333333
1135,94.5833,4.333333333333333
1136,94.6667,4.333333333333333
1137,94.75,4.333333333333333
1138,94.8333,4.333333333333333
1139,94.9167,4.333333333333333
1140,95.0,39.083333333333336
1141,95.0833,39.083333333333336
1142,95.1667,39.083333333333336
1143,95.25,39.083333333333336
1144,95.3333,39.083333333333336
1145,95.4167,39.083333333333336
1146,95.5,39.083333333333336
1147,95.5833,39.083333333333336
1148,95.6667,39.083333333333336
1149,95.75,39.083333333333336
1150,95.8333,39.083333333333336
1151,95.9167,39.083333333333336
1152,96.0,2.5
1153,96.0833,2.5
1154,96.1667,2.5
1155,96.25,2.5
1156,96.3333,2.5
1157,96.4167,2.5
1158,96.5,2.5
1159,96.5833,2.5
1160,96.6667,2.5
1161,96.75,2.5
1162,96.8333,2.5
1163,96.9167,2.5
1164,97.0,2.0833333333333335
1165,97.0833,2.0833333333333335
1166,97.1667,2.0833333333333335
1167,97.25,2.0833333333333335
1168,97.3333,2.0833333333333335
1169,97.4167,2.0833333333333335
1170,97.5,2.0833333333333335
1171,97.5833,2.0833333333333335
1172,97.6667,2.0833333333333335
1173,97.75,2.0833333333333335
1174,97.8333,2.0833333333333335
1175,97.9167,2.0833333333333335
1176,98.0,2.6666666666666665
1177,98.0833,2.6666666666666665
1178,98.1667,2.6666666666666665
1179,98.25,2.6666666666666665
1180,98.3333,2.6666666666666665
1181,98.4167,2.6666666666666665
1182,98.5,2.6666666666666665
1183,98.5833,2.6666666666666665
1184,98.6667,2.6666666666666665
1185,98.75,2.6666666666666665
1186,98.8333,2.6666666666666665
1187,98.9167,2.6666666666666665
1188,99.0,2.0833333333333335
1189,99.0833,2.0833333333333335
1190,99.1667,2.0833333333333335
1191,99.25,2.0833333333333335
1192,99.3333,2.0833333333333335
1193,99.4167,2.0833333333333335
1194,99.5,2.0833333333333335
1195,99.5833,2.0833333333333335
1196,99.6667,2.0833333333333335
1197,99.75,2.0833333333333335
1198,99.8333,2.0833333333333335
1199,99.9167,2.0833333333333335
1200,100.0,3.0
1201,100.0833,3.0
1202,100.1667,3.0
1203,100.25,3.0
1204,100.3333,3.0
1205,100.4167,3.0
1206,100.5,3.0
1207,100.5833,3.0
1208,100.6667,3.0
1209,100.75,3.0
1210,100.8333,3.0
1211,100.9167,3.0
1212,101.0,1.0833333333333333
1213,101.0833,1.0833333333333333
1214,101.1667,1.0833333333333333
1215,101.25,1.0833333333333333
1216,101.3333,1.0833333333333333
1217,101.4167,1.0833333333333333
1218,101.5,1.0833333333333333
1219,101.5833,1.0833333333333333
1220,101.6667,1.0833333333333333
1221,101.75,1.0833333333333333
1222,101.8333,1.0833333333333333
1223,101.9167,1.0833333333333333
1224,102.0,1.0
1225,102.0833,1.0
1226,102.1667,1.0
1227,102.25,1.0
1228,102.3333,1.0
1229,102.4167,1.0
1230,102.5,1.0
1231,102.5833,1.0
1232,102.6667,1.0
1233,102.75,1.0
1234,102.8333,1.0
1235,102.9167,1.0
1236,103.0,1.0
1237,103.0833,1.0
1238,103.1667,1.0
1239,103.25,1.0
1240,103.3333,1.0
1241,103.4167,1.0
1242,103.5,1.0
1243,103.5833,1.0
1244,103.6667,1.0
1245,103.75,1.0
1246,103.8333,1.0
1247,103.9167,1.0
1248,104.0,0.5833333333333334
1249,104.0833,0.5833333333333334
1250,104.1667,0.5833333333333334
1251,104.25,0.5833333333333334
1252,104.3333,0.5833333333333334
1253,104.4167,0.5833333333333334
1254,104.5,0.5833333333333334
1255,104.5833,0.5833333333333334
1256,104.6667,0.5833333333333334
1257,104.75,0.5833333333333334
1258,104.8333,0.5833333333333334
1259,104.9167,0.5833333333333334
1260,105.0,1.1666666666666667
1261,105.0833,1.1666666666666667
1262,105.1667,1.1666666666666667
1263,105.25,1.1666666666666667
1264,105.3333,1.1666666666666667
1265,105.4167,1.1666666666666667
1266,105.5,1.1666666666666667
1267,105.5833,1.1666666666666667
1268,105.6667,1.1666666666666667
1269,105.75,1.1666666666666667
1270,105.8333,1.1666666666666667
1271,105.9167,1.1666666666666667
