age_months,age_years,count
336,28.0,780.0
337,28.0833,780.0
338,28.1667,780.0
339,28.25,780.0
340,28.3333,780.0
341,28.4167,780.0
342,28.5,780.0
343,28.5833,780.0
344,28.6667,780.0
345,28.75,780.0
346,28.8333,780.0
347,28.9167,780.0
348,29.0,768.3333333333334
349,29.0833,768.3333333333334
350,29.1667,768.3333333333334
351,29.25,768.3333333333334
352,29.3333,768.3333333333334
353,29.4167,768.3333333333334
354,29.5,768.3333333333334
355,29.5833,768.3333333333334
356,29.6667,768.3333333333334
357,29.75,768.3333333333334
358,29.8333,768.3333333333334
359,29.9167,768.3333333333334
360,30.0,825.0
361,30.0833,825.0
362,30.1667,825.0
363,30.25,825.0
364,30.3333,825.0
365,30.4167,825.0
366,30.5,825.0
367,30.5833,825.0
368,30.6667,825.0
369,30.75,825.0
370,30.8333,825.0
371,30.9167,825.0
372,31.0,691.0833333333334
373,31.0833,691.0833333333334
374,31.1667,691.0833333333334
375,31.25,691.0833333333334
376,31.3333,691.0833333333334
377,31.4167,691.0833333333334
378,31.5,691.0833333333334
379,31.5833,691.0833333333334
380,31.6667,691.0833333333334
381,31.75,691.0833333333334
382,31.8333,691.0833333333334
383,31.9167,691.0833333333334
384,32.0,803.6666666666666
385,32.0833,803.6666666666666
386,32.1667,803.6666666666666
387,32.25,803.6666666666666
388,32.3333,803.6666666666666
389,32.4167,803.6666666666666
390,32.5,803.6666666666666
391,32.5833,803.6666666666666
392,32.6667,803.6666666666666
393,32.75,803.6666666666666
394,32.8333,803.6666666666666
395,32.9167,803.6666666666666
396,33.0,733.0
397,33.0833,733.0
398,33.1667,733.0
399,33.25,733.0
400,33.3333,733.0
401,33.4167,733.0
402,33.5,733.0
403,33.5833,733.0
404,33.6667,733.0
405,33.75,733.0
406,33.8333,733.0
407,33.9167,733.0
408,34.0,721.25
409,34.0833,721.25
410,34.1667,721.25
411,34.25,721.25
412,34.3333,721.25
413,34.4167,721.25
414,34.5,721.25
415,34.5833,721.25
416,34.6667,721.25
417,34.75,721.25
418,34.8333,721.25
419,34.9167,721.25
420,35.0,802.1666666666666
421,35.0833,802.1666666666666
422,35.1667,802.1666666666666
423,35.25,802.1666666666666
424,35.3333,802.1666666666666
425,35.4167,802.1666666666666
426,35.5,802.1666666666666
427,35.5833,802.1666666666666
428,35.6667,802.1666666666666
429,35.75,802.1666666666666
430,35.8333,802.1666666666666
431,35.9167,802.1666666666666
432,36.0,729.3333333333334
433,36.0833,729.3333333333334
434,36.1667,729.3333333333334
435,36.25,729.3333333333334
436,36.3333,729.3333333333334
437,36.4167,729.3333333333334
438,36.5,729.3333333333334
439,36.5833,729.3333333333334
440,36.6667,729.3333333333334
441,36.75,729.3333333333334
442,36.8333,729.3333333333334
443,36.9167,729.3333333333334
444,37.0,695.5
445,37.0833,695.5
446,37.1667,695.5
447,37.25,695.5
448,37.3333,695.5
449,37.4167,695.5
450,37.5,695.5
451,37.5833,695.5
452,37.6667,695.5
453,37.75,695.5
454,37.8333,695.5
455,37.9167,695.5
456,38.0,634.1666666666666
457,38.0833,634.1666666666666
458,38.1667,634.1666666666666
459,38.25,634.1666666666666
460,38.3333,634.1666666666666
461,38.4167,634.1666666666666
462,38.5,634.1666666666666
463,38.5833,634.1666666666666
464,38.6667,634.1666666666666
465,38.75,634.1666666666666
466,38.8333,634.1666666666666
467,38.9167,634.1666666666666
468,39.0,663.9166666666666
469,39.0833,663.9166666666666
470,39.1667,663.9166666666666
471,39.25,663.9166666666666
472,39.3333,663.9166666666666
473,39.4167,663.9166666666666
474,39.5,663.9166666666666
475,39.5833,663.9166666666666
476,39.6667,663.9166666666666
477,39.75,663.9166666666666
478,39.8333,663.9166666666666
479,39.9167,663.9166666666666
480,40.0,666.8333333333334
481,40.0833,666.8333333333334
482,40.1667,666.8333333333334
483,40.25,666.8333333333334
484,40.3333,666.8333333333334
485,40.4167,666.8333333333334
486,40.5,666.8333333333334
487,40.5833,666.8333333333334
488,40.6667,666.8333333333334
489,40.75,666.8333333333334
490,40.8333,666.8333333333334
491,40.9167,666.8333333333334
492,41.0,566.6666666666666
493,41.0833,566.6666666666666
494,41.1667,566.6666666666666
495,41.25,566.6666666666666
496,41.3333,566.6666666666666
497,41.4167,566.6666666666666
498,41.5,566.6666666666666
499,41.5833,566.6666666666666
500,41.6667,566.6666666666666
501,41.75,566.6666666666666
502,41.8333,566.6666666666666
503,41.9167,566.6666666666666
504,42.0,572.3333333333334
505,42.0833,572.3333333333334
506,42.1667,572.3333333333334
507,42.25,572.3333333333334
508,42.3333,572.3333333333334
509,42.4167,572.3333333333334
510,42.5,572.3333333333334
511,42.5833,572.3333333333334
512,42.6667,572.3333333333334
513,42.75,572.3333333333334
514,42.8333,572.3333333333334
515,42.9167,572.3333333333334
516,43.0,630.3333333333334
517,43.0833,630.3333333333334
518,43.1667,630.3333333333334
519,43.25,630.3333333333334
520,43.3333,630.3333333333334
521,43.4167,630.3333333333334
522,43.5,630.3333333333334
523,43.5833,630.3333333333334
524,43.6667,630.3333333333334
525,43.75,630.3333333333334
526,43.8333,630.3333333333334
527,43.9167,630.3333333333334
528,44.0,603.3333333333334
529,44.0833,603.3333333333334
530,44.1667,603.3333333333334
531,44.25,603.3333333333334
532,44.3333,603.3333333333334
533,44.4167,603.3333333333334
534,44.5,603.3333333333334
535,44.5833,603.3333333333334
536,44.6667,603.3333333333334
537,44.75,603.3333333333334
538,44.8333,603.3333333333334
539,44.9167,603.3333333333334
540,45.0,567.25
541,45.0833,567.25
542,45.1667,567.25
543,45.25,567.25
544,45.3333,567.25
545,45.4167,567.25
546,45.5,567.25
547,45.5833,567.25
548,45.6667,567.25
549,45.75,567.25
550,45.8333,567.25
551,45.9167,567.25
552,46.0,647.5
553,46.0833,647.5
554,46.1667,647.5
555,46.25,647.5
556,46.3333,647.5
557,46.4167,647.5
558,46.5,647.5
559,46.5833,647.5
560,46.6667,647.5
561,46.75,647.5
562,46.8333,647.5
563,46.9167,647.5
564,47.0,524.0833333333334
565,47.0833,524.0833333333334
566,47.1667,524.0833333333334
567,47.25,524.0833333333334
568,47.3333,524.0833333333334
569,47.4167,524.0833333333334
570,47.5,524.0833333333334
571,47.5833,524.0833333333334
572,47.6667,524.0833333333334
573,47.75,524.0833333333334
574,47.8333,524.0833333333334
575,47.9167,524.0833333333334
576,48.0,593.3333333333334
577,48.0833,593.3333333333334
578,48.1667,593.3333333333334
579,48.25,593.3333333333334
580,48.3333,593.3333333333334
581,48.4167,593.3333333333334
582,48.5,593.3333333333334
583,48.5833,593.3333333333334
584,48.6667,593.3333333333334
585,48.75,593.3333333333334
586,48.8333,593.3333333333334
587,48.9167,593.3333333333334
588,49.0,598.8333333333334
589,49.0833,598.8333333333334
590,49.1667,598.8333333333334
591,49.25,598.8333333333334
592,49.3333,598.8333333333334
593,49.4167,598.8333333333334
594,49.5,598.8333333333334
595,49.5833,598.8333333333334
596,49.6667,598.8333333333334
597,49.75,598.8333333333334
598,49.8333,598.8333333333334
599,49.9167,598.8333333333334
600,50.0,642.75
601,50.0833,642.75
602,50.1667,642.75
603,50.25,642.75
604,50.3333,642.75
605,50.4167,642.75
606,50.5,642.75
607,50.5833,642.75
608,50.6667,642.75
609,50.75,642.75
610,50.8333,642.75
611,50.9167,642.75
612,51.0,581.8333333333334
613,51.0833,581.8333333333334
614,51.1667,581.8333333333334
615,51.25,581.8333333333334
616,51.3333,581.8333333333334
617,51.4167,581.8333333333334
618,51.5,581.8333333333334
619,51.5833,581.8333333333334
620,51.6667,581.8333333333334
621,51.75,581.8333333333334
622,51.8333,581.8333333333334
623,51.9167,581.8333333333334
624,52.0,550.5833333333334
625,52.0833,550.5833333333334
626,52.1667,550.5833333333334
627,52.25,550.5833333333334
628,52.3333,550.5833333333334
629,52.4167,550.5833333333334
630,52.5,550.5833333333334
631,52.5833,550.5833333333334
632,52.6667,550.5833333333334
633,52.75,550.5833333333334
634,52.8333,550.5833333333334
635,52.9167,550.5833333333334
636,53.0,567.1666666666666
637,53.0833,567.1666666666666
638,53.1667,567.1666666666666
639,53.25,567.1666666666666
640,53.3333,567.1666666666666
641,53.4167,567.1666666666666
642,53.5,567.1666666666666
643,53.5833,567.1666666666666
644,53.6667,567.1666666666666
645,53.75,567.1666666666666
646,53.8333,567.1666666666666
647,53.9167,567.1666666666666
648,54.0,524.9166666666666
649,54.0833,524.9166666666666
650,54.1667,524.9166666666666
651,54.25,524.9166666666666
652,54.3333,524.9166666666666
653,54.4167,524.9166666666666
654,54.5,524.9166666666666
655,54.5833,524.9166666666666
656,54.6667,524.9166666666666
657,54.75,524.9166666666666
658,54.8333,524.9166666666666
659,54.9167,524.9166666666666
660,55.0,559.0
661,55.0833,559.0
662,55.1667,559.0
663,55.25,559.0
664,55.3333,559.0
665,55.4167,559.0
666,55.5,559.0
667,55.5833,559.0
668,55.6667,559.0
669,55.75,559.0
670,55.8333,559.0
671,55.9167,559.0
672,56.0,555.25
673,56.0833,555.25
674,56.1667,555.25
675,56.25,555.25
676,56.3333,555.25
677,56.4167,555.25
678,56.5,555.25
679,56.5833,555.25
680,56.6667,555.25
681,56.75,555.25
682,56.8333,555.25
683,56.9167,555.25
684,57.0,578.1666666666666
685,57.0833,578.1666666666666
686,57.1667,578.1666666666666
687,57.25,578.1666666666666
688,57.3333,578.1666666666666
689,57.4167,578.1666666666666
690,57.5,578.1666666666666
691,57.5833,578.1666666666666
692,57.6667,578.1666666666666
693,57.75,578.1666666666666
694,57.8333,578.1666666666666
695,57.9167,578.1666666666666
696,58.0,570.5
697,58.0833,570.5
698,58.1667,570.5
699,58.25,570.5
700,58.3333,570.5
701,58.4167,570.5
702,58.5,570.5
703,58.5833,570.5
704,58.6667,570.5
705,58.75,570.5
706,58.8333,570.5
707,58.9167,570.5
708,59.0,548.1666666666666
709,59.0833,548.1666666666666
710,59.1667,548.1666666666666
711,59.25,548.1666666666666
712,59.3333,548.1666666666666
713,59.4167,548.1666666666666
714,59.5,548.1666666666666
715,59.5833,548.1666666666666
716,59.6667,548.1666666666666
717,59.75,548.1666666666666
718,59.8333,548.1666666666666
719,59.9167,548.1666666666666
720,60.0,512.5833333333334
721,60.0833,512.5833333333334
722,60.1667,512.5833333333334
723,60.25,512.5833333333334
724,60.3333,512.5833333333334
725,60.4167,512.5833333333334
726,60.5,512.5833333333334
727,60.5833,512.5833333333334
728,60.6667,512.5833333333334
729,60.75,512.5833333333334
730,60.8333,512.5833333333334
731,60.9167,512.5833333333334
732,61.0,491.5833333333333
733,61.0833,491.5833333333333
734,61.1667,491.5833333333333
735,61.25,491.5833333333333
736,61.3333,491.5833333333333
737,61.4167,491.5833333333333
738,61.5,491.5833333333333
739,61.5833,491.5833333333333
740,61.6667,491.5833333333333
741,61.75,491.5833333333333
742,61.8333,491.5833333333333
743,61.9167,491.5833333333333
744,62.0,388.1666666666667
745,62.0833,388.1666666666667
746,62.1667,388.1666666666667
747,62.25,388.1666666666667
748,62.3333,388.1666666666667
749,62.4167,388.1666666666667
750,62.5,388.1666666666667
751,62.5833,388.1666666666667
752,62.6667,388.1666666666667
753,62.75,388.1666666666667
754,62.8333,388.1666666666667
755,62.9167,388.1666666666667
756,63.0,398.9166666666667
757,63.0833,398.9166666666667
758,63.1667,398.9166666666667
759,63.25,398.9166666666667
760,63.3333,398.9166666666667
761,63.4167,398.9166666666667
762,63.5,398.9166666666667
763,63.5833,398.9166666666667
764,63.6667,398.9166666666667
765,63.75,398.9166666666667
766,63.8333,398.9166666666667
767,63.9167,398.9166666666667
768,64.0,391.5
769,64.0833,391.5
770,64.1667,391.5
771,64.25,391.5
772,64.3333,391.5
773,64.4167,391.5
774,64.5,391.5
775,64.5833,391.5
776,64.6667,391.5
777,64.75,391.5
778,64.8333,391.5
779,64.9167,391.5
780,65.0,370.9166666666667
781,65.0833,370.9166666666667
782,65.1667,370.9166666666667
783,65.25,370.9166666666667
784,65.3333,370.9166666666667
785,65.4167,370.9166666666667
786,65.5,370.9166666666667
787,65.5833,370.9166666666667
788,65.6667,370.9166666666667
789,65.75,370.9166666666667
790,65.8333,370.9166666666667
791,65.9167,370.9166666666667
792,66.0,318.5
793,66.0833,318.5
794,66.1667,318.5
795,66.25,318.5
796,66.3333,318.5
797,66.4167,318.5
798,66.5,318.5
799,66.5833,318.5
800,66.6667,318.5
801,66.75,318.5
802,66.8333,318.5
803,66.9167,318.5
804,67.0,375.8333333333333
805,67.0833,375.8333333333333
806,67.1667,375.8333333333333
807,67.25,375.8333333333333
808,67.3333,375.8333333333333
809,67.4167,375.8333333333333
810,67.5,375.8333333333333
811,67.5833,375.8333333333333
812,67.6667,375.8333333333333
813,67.75,375.8333333333333
814,67.8333,375.8333333333333
815,67.9167,375.8333333333333
816,68.0,287.0
817,68.0833,287.0
818,68.1667,287.0
819,68.25,287.0
820,68.3333,287.0
821,68.4167,287.0
822,68.5,287.0
823,68.5833,287.0
824,68.6667,287.0
825,68.75,287.0
826,68.8333,287.0
827,68.9167,287.0
828,69.0,304.5833333333333
829,69.0833,304.5833333333333
830,69.1667,304.5833333333333
831,69.25,304.5833333333333
832,69.3333,304.5833333333333
833,69.4167,304.5833333333333
834,69.5,304.5833333333333
835,69.5833,304.5833333333333
836,69.6667,304.5833333333333
837,69.75,304.5833333333333
838,69.8333,304.5833333333333
839,69.9167,304.5833333333333
840,70.0,292.0
841,70.0833,292.0
842,70.1667,292.0
843,70.25,292.0
844,70.3333,292.0
845,70.4167,292.0
846,70.5,292.0
847,70.5833,292.0
848,70.6667,292.0
849,70.75,292.0
850,70.8333,292.0
851,70.9167,292.0
852,71.0,259.5
853,71.0833,259.5
854,71.1667,259.5
855,71.25,259.5
856,71.3333,259.5
857,71.4167,259.5
858,71.5,259.5
859,71.5833,259.5
860,71.6667,259.5
861,71.75,259.5
862,71.8333,259.5
863,71.9167,259.5
864,72.0,227.83333333333334
865,72.0833,227.83333333333334
866,72.1667,227.83333333333334
867,72.25,227.83333333333334
868,72.3333,227.83333333333334
869,72.4167,227.83333333333334
870,72.5,227.83333333333334
871,72.5833,227.83333333333334
872,72.6667,227.83333333333334
873,72.75,227.83333333333334
874,72.8333,227.83333333333334
875,72.9167,227.83333333333334
876,73.0,209.75
877,73.0833,209.75
878,73.1667,209.75
879,73.25,209.75
880,73.3333,209.75
881,73.4167,209.75
882,73.5,209.75
883,73.5833,209.75
884,73.6667,209.75
885,73.75,209.75
886,73.8333,209.75
887,73.9167,209.75
888,74.0,209.83333333333334
889,74.0833,209.83333333333334
890,74.1667,209.83333333333334
891,74.25,209.83333333333334
892,74.3333,209.83333333333334
893,74.4167,209.83333333333334
894,74.5,209.83333333333334
895,74.5833,209.83333333333334
896,74.6667,209.83333333333334
897,74.75,209.83333333333334
898,74.8333,209.83333333333334
899,74.9167,209.83333333333334
900,75.0,236.58333333333334
901,75.0833,236.58333333333334
902,75.1667,236.58333333333334
903,75.25,236.58333333333334
904,75.3333,236.58333333333334
905,75.4167,236.58333333333334
906,75.5,236.58333333333334
907,75.5833,236.58333333333334
908,75.6667,236.58333333333334
909,75.75,236.58333333333334
910,75.8333,236.58333333333334
911,75.9167,236.58333333333334
912,76.0,229.16666666666666
913,76.0833,229.16666666666666
914,76.1667,229.16666666666666
915,76.25,229.16666666666666
916,76.3333,229.16666666666666
917,76.4167,229.16666666666666
918,76.5,229.16666666666666
919,76.5833,229.16666666666666
920,76.6667,229.16666666666666
921,76.75,229.16666666666666
922,76.8333,229.16666666666666
923,76.9167,229.16666666666666
924,77.0,210.25
925,77.0833,210.25
926,77.1667,210.25
927,77.25,210.25
928,77.3333,210.25
929,77.4167,210.25
930,77.5,210.25
931,77.5833,210.25
932,77.6667,210.25
933,77.75,210.25
934,77.8333,210.25
935,77.9167,210.25
936,78.0,220.16666666666666
937,78.0833,220.16666666666666
938,78.1667,220.16666666666666
939,78.25,220.16666666666666
940,78.3333,220.16666666666666
941,78.4167,220.16666666666666
942,78.5,220.16666666666666
943,78.5833,220.16666666666666
944,78.6667,220.16666666666666
945,78.75,220.16666666666666
946,78.8333,220.16666666666666
947,78.9167,220.16666666666666
948,79.0,173.91666666666666
949,79.0833,173.91666666666666
950,79.1667,173.91666666666666
951,79.25,173.91666666666666
952,79.3333,173.91666666666666
953,79.4167,173.91666666666666
954,79.5,173.91666666666666
955,79.5833,173.91666666666666
956,79.6667,173.91666666666666
957,79.75,173.91666666666666
958,79.8333,173.91666666666666
959,79.9167,173.91666666666666
960,80.0,176.83333333333334
961,80.0833,176.83333333333334
962,80.1667,176.83333333333334
963,80.25,176.83333333333334
964,80.3333,176.83333333333334
965,80.4167,176.83333333333334
966,80.5,176.83333333333334
967,80.5833,176.83333333333334
968,80.6667,176.83333333333334
969,80.75,176.83333333333334
970,80.8333,176.83333333333334
971,80.9167,176.83333333333334
972,81.0,172.33333333333334
973,81.0833,172.33333333333334
974,81.1667,172.33333333333334
975,81.25,172.33333333333334
976,81.3333,172.33333333333334
977,81.4167,172.33333333333334
978,81.5,172.33333333333334
979,81.5833,172.33333333333334
980,81.6667,172.33333333333334
981,81.75,172.33333333333334
982,81.8333,172.33333333333334
983,81.9167,172.33333333333334
984,82.0,139.08333333333334
985,82.0833,139.08333333333334
986,82.1667,139.08333333333334
987,82.25,139.08333333333334
988,82.3333,139.08333333333334
989,82.4167,139.08333333333334
990,82.5,139.08333333333334
991,82.5833,139.08333333333334
992,82.6667,139.08333333333334
993,82.75,139.08333333333334
994,82.8333,139.08333333333334
995,82.9167,139.08333333333334
996,83.0,170.83333333333334
997,83.0833,170.83333333333334
998,83.1667,170.83333333333334
999,83.25,170.83333333333334
1000,83.3333,170.83333333333334
1001,83.4167,170.83333333333334
1002,83.5,170.83333333333334
1003,83.5833,170.83333333333334
1004,83.6667,170.83333333333334
1005,83.75,170.83333333333334
1006,83.8333,170.83333333333334
1007,83.9167,170.83333333333334
1008,84.0,132.08333333333334
1009,84.0833,132.08333333333334
1010,84.1667,132.08333333333334
1011,84.25,132.08333333333334
1012,84.3333,132.08333333333334
1013,84.4167,132.08333333333334
1014,84.5,132.08333333333334
1015,84.5833,132.08333333333334
1016,84.6667,132.08333333333334
1017,84.75,132.08333333333334
1018,84.8333,132.08333333333334
1019,84.9167,132.08333333333334
1020,85.0,102.25
1021,85.0833,102.25
1022,85.1667,102.25
1023,85.25,102.25
1024,85.3333,102.25
1025,85.4167,102.25
1026,85.5,102.25
1027,85.5833,102.25
1028,85.6667,102.25
1029,85.75,102.25
1030,85.8333,102.25
1031,85.9167,102.25
1032,86.0,106.91666666666667
1033,86.0833,106.91666666666667
1034,86.1667,106.91666666666667
1035,86.25,106.91666666666667
1036,86.3333,106.91666666666667
1037,86.4167,106.91666666666667
1038,86.5,106.91666666666667
1039,86.5833,106.91666666666667
