month,not_vaccinated,vaccinated
1,0.13933745356075,0.023590692552329
2,9.76864833738158,1.71287342516365
3,10.638929476439001,1.9536140783368603
4,0.367310760876019,0.0700365104059123
5,0.00674269980151944,0.0015937290439955
